parent_name,parent_smiles,parent_inchi,metabolite_name,metabolite_smiles,metabolite_inchi,enzymes,fingerprint_similarity,reaction_type
Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,OGHNVEJMJSYVRP-UHFFFAOYSA-N,4'-Hydroxyphenylcarvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=CC=CC=C2N3)C=CC(O)=C1,ZCJHEORDHXCJNB-UHFFFAOYSA-N,"Cytochrome P450 2D6, Cytochrome P450 2E1, Cytochrome P450 2C9, Cytochrome P450 3A4",0.94,
Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,OGHNVEJMJSYVRP-UHFFFAOYSA-N,5'-Hydroxyphenylcarvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=CC=CC=C2N3)C=C(O)C=C1,PVUVZUBTCLBJMT-UHFFFAOYSA-N,"Cytochrome P450 2D6, Cytochrome P450 2C9, Cytochrome P450 3A4",0.93,
Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,OGHNVEJMJSYVRP-UHFFFAOYSA-N,O-Desmethylcarvedilol,OC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,XAUKPPPYYOKVQJ-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 2E1",0.98,
Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,OGHNVEJMJSYVRP-UHFFFAOYSA-N,1-Hydroxyphenylcarvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=C(O)C2=C1C1=CC=CC=C1N2,UQJJKVKQRTUYJW-UHFFFAOYSA-N,"Prostaglandin G/H synthase 1, Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 1A1",0.89,
Sulfinpyrazone,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,MBGGBVCUIVRRBF-UHFFFAOYSA-N,Sulfinpyrazone sulfide,O=C1C(CCSC2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,PLGXGMUJUXKCDD-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 3A4",0.93,
Sulfinpyrazone,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,MBGGBVCUIVRRBF-UHFFFAOYSA-N,Sulfinpyrazone sulfone,O=C1C(CCS(=O)(=O)C2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,DQUYGWDNTAETLI-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C9",0.97,
Cefapirin,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC3=CC=NC=C3)C2SC1,"InChI=1S/C17H17N3O6S2/c1-9(21)26-6-10-7-28-16-13(15(23)20(16)14(10)17(24)25)19-12(22)8-27-11-2-4-18-5-3-11/h2-5,13,16H,6-8H2,1H3,(H,19,22)(H,24,25)/t13-,16-/m1/s1",Desacetylcephapirin,O=C(CSC1=CC=NC=C1)NC1C(=O)N2C(C(=O)O)=C(CO)CSC12,IOFHZPVEQXTSQW-UHFFFAOYSA-N,,0.95,
Doxepin,CN(C)CCC=C1C2=CC=CC=C2COC2=CC=CC=C12,ODQWQRRAPPTVAG-UHFFFAOYSA-N,N-desmethyldoxepin,CNCCC=C1C2=CC=CC=C2COC2=CC=CC=C12,HVKCEFHNSNZIHO-YBEGLDIGSA-N,"Cytochrome P450 2D6, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 1A2, Cytochrome P450 3A4",0.99,
Doxepin,CN(C)CCC=C1C2=CC=CC=C2COC2=CC=CC=C12,ODQWQRRAPPTVAG-UHFFFAOYSA-N,Doxepin N-oxide,C[N+](C)([O-])CCC=C1C2=C(C=CC=C2)COC2=C1C=CC=C2,QJCSDPQQGVJGQY-GZTJUZNOSA-N,,0.97,
Doxepin,CN(C)CCC=C1C2=CC=CC=C2COC2=CC=CC=C12,ODQWQRRAPPTVAG-UHFFFAOYSA-N,(E)-2-hydroxydoxepin,CN(C)CCC=C1C2=C(C=CC=C2)COC2=CC=C(O)C=C12,GRQPGTWGEQWMMM-IUXPMGMMSA-N,Cytochrome P450 2D6,0.93,
Nefazodone,CCC1=NN(CCCN2CCN(C3=CC(Cl)=CC=C3)CC2)C(=O)N1CCOC1=CC=CC=C1,VRBKIVRKKCLPHA-UHFFFAOYSA-N,hydroxynefazodone,CC(O)C1=NN(CCCN2CCN(C3=CC=CC(Cl)=C3)CC2)C(=O)N1CCOC1=CC=CC=C1,VKGQYGXMUUBRBD-UHFFFAOYSA-N,Cytochrome P450 3A4,0.91,
Nefazodone,CCC1=NN(CCCN2CCN(C3=CC(Cl)=CC=C3)CC2)C(=O)N1CCOC1=CC=CC=C1,VRBKIVRKKCLPHA-UHFFFAOYSA-N,m-Chlorophenylpiperazine,ClC1=CC(N2CCNCC2)=CC=C1,"InChI=1S/C10H13ClN2/c11-9-2-1-3-10(8-9)13-6-4-12-5-7-13/h1-3,8,12H,4-7H2",Cytochrome P450 3A4,0.26,
Desipramine,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C21,HCYAFALTSJYZDH-UHFFFAOYSA-N,2-hydroxydesipramine,CNCCCN1C2=CC=CC=C2CCC2=CC(O)=CC=C21,NVJBOLMRGMDGLD-UHFFFAOYSA-N,Cytochrome P450 2D6,0.86,
Gemifloxacin,CON=C1CN(C2=NC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)CC1CN,ZRCVYEYHRGVLOC-HYARGMPZSA-N,N-acetyl gemifloxacin,CON=C1CN(C2=NC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)CC1NC(C)=O,ZLRGFKRHAFQIIT-HZHRSRAPSA-N,,0.89,
Bupropion,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,SNPPWIUOZRMYNY-UHFFFAOYSA-N,S-Hydroxybupropion,CC(NC(C)(C)CO)C(=O)C1=CC(Cl)=CC=C1,AKOAEVOSDHIVFX-SECBINFHSA-N,"Cytochrome P450 2B6, Cytochrome P450 2E1, Cytochrome P450 3A4, Cytochrome P450 2C19",0.92,
Halothane,FC(F)(F)C(Cl)Br,BCQZXOMGPXTTIC-UHFFFAOYSA-N,trifluoroacetic acid,O=C(O)C(F)(F)F,DTQVDTLACAAQTR-UHFFFAOYSA-N,Cytochrome P450 2E1,0.19,
Procarbazine,CNNCC1=CC=C(C(=O)NC(C)C)C=C1,CPTBDICYNRMXFX-UHFFFAOYSA-N,N-isopropylterephthalamic acid,CC(C)NC(=O)C1=CC=C(C(=O)O)C=C1,PRCGIFCKPACTDG-UHFFFAOYSA-N,,0.73,
Orphenadrine,CC1=CC=CC=C1C(OCCN(C)C)C1=CC=CC=C1,QVYRGXJJSLMXQH-UHFFFAOYSA-N,N-demethyl orphenadrine,CNCCOC(C1=CC=CC=C1)C1=CC=CC=C1C,PNYKGCPSFKLFKA-UHFFFAOYSA-N,,0.97,
Orphenadrine,CC1=CC=CC=C1C(OCCN(C)C)C1=CC=CC=C1,QVYRGXJJSLMXQH-UHFFFAOYSA-N,"N,N-didemethyl orphenadrine",CC1=C(C(OCCN)C2=CC=CC=C2)C=CC=C1,BJVWYJOLTICWGB-UHFFFAOYSA-N,,0.94,
Phenobarbital,CCC1(C2=CC=CC=C2)C(=O)NC(=O)NC1=O,DDBREPKUVSBGFI-UHFFFAOYSA-N,p-Hydroxyphenobarbital,CCC1(C2=CC=C(O)C=C2)C(=O)NC(=O)NC1=O,IEPXMKJNWPXDBP-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19",0.94,
Ifosfamide,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,3-Dechloroethylifosfamide,O=P1(NCCCl)NCCCO1,DZKGMGPLDJOVCX-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 2B6, Cytochrome P450 3A7",0.59,
Ifosfamide,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,Dechloroethylifosfamide,NP1(=O)OCCCN1CCCl,ROGLJLJCDSTWBN-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 2B6, Cytochrome P450 3A7",0.83,
Ifosfamide,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,4-Hydroxyifosfamide,O=P1(NCCCl)OCCC(O)N1CCCl,JHUJMHKRHQPBRG-UHFFFAOYSA-N,"Prostaglandin G/H synthase 1, Cytochrome P450 2B6, Cytochrome P450 3A4, Cytochrome P450 2A6, Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 3A7",0.68,
Propafenone,CCCNCC(O)COC1=C(C(=O)CCC2=CC=CC=C2)C=CC=C1,JWHAUXFOSRPERK-UHFFFAOYSA-N,N-desalkylpropafenone,NCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,HIGKMVIPYOFHBP-UHFFFAOYSA-N,Cytochrome P450 1A2,0.94,
Propafenone,CCCNCC(O)COC1=C(C(=O)CCC2=CC=CC=C2)C=CC=C1,JWHAUXFOSRPERK-UHFFFAOYSA-N,5-hydroxypropafenone,CCCNCC(O)COC1=C(C(=O)CCC2=CC=CC=C2)C=C(O)C=C1,LUTWDNUXHDYZRA-UHFFFAOYSA-N,Cytochrome P450 2D6,0.9,
Domperidone,O=C1NC2=CC=CC=C2N1CCCN1CCC(N2C(=O)NC3=C2C=CC(Cl)=C3)CC1,FGXWKSZFVQUSTL-UHFFFAOYSA-N,"5-Chloro-1,3-dihydro-1-(4-piperidinyl)-2H-benzimidazol-2-one",OC1=NC2=C(C=CC(Cl)=C2)N1C1CCNCC1,DOAYWDKFDPSTSV-UHFFFAOYSA-N,Cytochrome P450 3A4,0.7,
Desflurane,FC(F)OC(F)C(F)(F)F,DPYMFVXJLLWWEU-UHFFFAOYSA-N,trifluoroacetic acid,O=C(O)C(F)(F)F,DTQVDTLACAAQTR-UHFFFAOYSA-N,Cytochrome P450 2E1,0.24,
Oxymorphone,CN1CCC23C4=C5C=CC(O)=C4OC2C(=O)CCC3(O)C1C5,UQCNKQCJZOAFTQ-ISWURRPUSA-N,noroxycodone,COC1=C2OC3C(=O)CCC4(O)C5CC(=C2C34CCN5)C=C1,RIKMCJUNPCRFMW-ISWURRPUSA-N,Cytochrome P450 3A4,0.98,
Oxymorphone,CN1CCC23C4=C5C=CC(O)=C4OC2C(=O)CCC3(O)C1C5,UQCNKQCJZOAFTQ-ISWURRPUSA-N,noroxymorphone,O=C1CCC2(O)C3CC4=C5C(=C(O)C=C4)OC1C52CCN3,HLMSIZPQBSYUNL-IPOQPSJVSA-N,Cytochrome P450 3A4,0.98,
Oxymorphone,CN1CCC23C4=C5C=CC(O)=C4OC2C(=O)CCC3(O)C1C5,UQCNKQCJZOAFTQ-ISWURRPUSA-N,alpha-noroxycodol,COC1=C2OC3C(O)CCC4(O)C5CC(=C2C34CCN5)C=C1,KFWOOLJUSYSBAD-NZQXGWJPSA-N,Cytochrome P450 3A4,0.91,
Oxymorphone,CN1CCC23C4=C5C=CC(O)=C4OC2C(=O)CCC3(O)C1C5,UQCNKQCJZOAFTQ-ISWURRPUSA-N,beta-oxymorphol,CN1CCC23C4=C5C=CC(O)=C4OC2C(O)CCC3(O)C1C5,AABLHGPVOULICI-LQPBRMSDSA-N,Cytochrome P450 2D6,0.93,
Oxymorphone,CN1CCC23C4=C5C=CC(O)=C4OC2C(=O)CCC3(O)C1C5,UQCNKQCJZOAFTQ-ISWURRPUSA-N,alpha-oxycodol,COC1=C2OC3C(O)CCC4(O)C5CC(=C2C34CCN5C)C=C1,LHTAJTFGGUDLRH-FHHXKLHRSA-N,Cytochrome P450 2D6,0.93,
Flecainide,O=C(NCC1CCCCN1)C1=C(OCC(F)(F)F)C=CC(OCC(F)(F)F)=C1,DJBNUMBKLMJRSA-UHFFFAOYSA-N,Meta-O-dealkylated flecainide,O=C(NCC1CCCCN1)C1=CC(O)=CC=C1OCC(F)(F)F,FVJPPEWHZCSTAC-UHFFFAOYSA-N,,0.96,
Captopril,CC(CS)C(=O)N1CCCC1C(=O)O,FAKRSMQSSFJEIM-RQJHMYQMSA-N,captopril-cysteine disulfide,CC(CSSCC(N)C(=O)O)C(=O)N1CCCC1C(=O)O,NEEBNBLVYKFVTK-VGMNWLOBSA-N,,0.81,
Clarithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N,N-desmethylclarithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,CIJTVUQEURKBDL-ZVGWNXEOSA-N,Cytochrome P450 3A4,0.97,
Finasteride,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,DBEPLOCGEIEOCV-WSBQPABSSA-N,omega-hydroxyfinasteride,CC(C)(O)N=C(O)C1CCC2C3CCC4N=C(O)C=CC4(C)C3CCC12C,LVMYOUOJYSDZSC-UHFFFAOYSA-N,Cytochrome P450 3A4,0.39,
Halofantrine,CCCCN(CCCC)CCC(O)C1=C2C=CC(C(F)(F)F)=CC2=C2C=C(Cl)C=C(Cl)C2=C1,FOHHNHSLJDZUGQ-UHFFFAOYSA-N,N-debutylhalofantrine,CCCCNCCC(O)C1=C2C=CC(C(F)(F)F)=CC2=C2C=C(Cl)C=C(Cl)C2=C1,FYHCHSNOXWVJJT-UHFFFAOYSA-N,Cytochrome P450 3A4,0.96,
Dantrolene,O=C1CN(N=CC2=CC=C(C3=CC=C([N+](=O)[O-])C=C3)O2)C(=O)N1,OZOMQRBLCMDCEG-VIZOYTHASA-N,5-hydroxydantrolene,O=C1N=C(O)C(O)N1N=CC1=CC=C(C2=CC=C([N+](=O)[O-])C=C2)O1,PGORTQZSSAZLCK-VIZOYTHASA-N,,0.65,
Levacetylmethadol,CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C23H31NO2/c1-6-22(26-19(3)25)23(17-18(2)24(4)5,20-13-9-7-10-14-20)21-15-11-8-12-16-21/h7-16,18,22H,6,17H2,1-5H3/t18-,22-/m0/s1",noracymethadol,CCC(OC(C)=O)C(CC(C)NC)(C1=CC=CC=C1)C1=CC=CC=C1,VWCUGCYZZGRKEE-UHFFFAOYSA-N,Cytochrome P450 3A4,0.97,
Paclitaxel,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C2=CC=CC=C2)C2(O)CC(OC(=O)C(O)C(NC(=O)C3=CC=CC=C3)C3=CC=CC=C3)C(C)=C1C2(C)C,RCINICONZNJXQF-MZXODVADSA-N,"6α, 3'-p-dihydroxypaclitaxel",CC(=O)OC1C(=O)C2(C)C(O)C(O)C3OCC3(OC(C)=O)C2C(OC(=O)C2=CC=CC=C2)C2(O)CC(OC(=O)C(O)C(NC(=O)C3=CC=CC=C3)C3=CC=C(O)C=C3)C(C)=C1C2(O)O,VCMRTKHRFJRAJE-UHFFFAOYSA-N,Cytochrome P450 3A4,0.91,
Saquinavir,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(CC1=CC=CC=C1)NC(=O)C(CC(N)=O)NC(=O)C1=NC2=C(C=CC=C2)C=C1,QWAXKHKRTORLEM-UGJKXSETSA-N,M2 di-hydroxylated metabolite,CN=C(O)C(O)C1=CC2=C(C=CN2C2CCN(CCC3=CC=CC=C3F)CC2)C(O)=C1,KMSSEFLPBNDJAH-UHFFFAOYSA-N,Cytochrome P450 3A4,0.41,
Levodopa,NC(CC1=CC(O)=C(O)C=C1)C(=O)O,WTDRDQBEARUVNC-LURJTMIESA-N,Dopamine,NCCC1=CC(O)=C(O)C=C1,VYFYYTLLBUKUHU-UHFFFAOYSA-N,Aromatic-L-amino-acid decarboxylase,0.63,
Dopamine,NCCC1=CC(O)=C(O)C=C1,VYFYYTLLBUKUHU-UHFFFAOYSA-N,3-Methoxytyramine,COC1=C(O)C=CC(CCN)=C1,,Catechol O-methyltransferase,0.76,
Dopamine,NCCC1=CC(O)=C(O)C=C1,VYFYYTLLBUKUHU-UHFFFAOYSA-N,Norepinephrine,NCC(O)C1=CC(O)=C(O)C=C1,SFLSHLFXELFNJZ-QMMMGPOBSA-N,Dopamine beta-hydroxylase,0.69,
Sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,DFEYYRMXOJXZRJ-UHFFFAOYSA-N,Hexafluoroisopropanol,OC(C(F)(F)F)C(F)(F)F,BYEAHWXPCBROCE-UHFFFAOYSA-N,Cytochrome P450 2E1,0.59,
Epoprostenol,CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,KAQKFAOMNZTLHT-OZUDYXHBSA-N,"6,15-Diketo-13,14-dihydro-PGF1-alpha",CCCCCC(=O)C=CC1C(O)CC(O)C1CC(=O)CCCCC(=O)O,VKPWUQVGTPVEMU-QVPQFPIISA-N,,0.47,
Epoprostenol,CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,KAQKFAOMNZTLHT-OZUDYXHBSA-N,6-Keto-PGF1-alpha,CCCCCC(O)C=CC1C(O)CC(O)C1CC(=O)CCCCC(=O)O,KFGOFTHODYBSGM-ZUNNJUQCSA-N,,0.52,
Gemfibrozil,CC1=CC(OCCCC(C)(C)C(=O)O)=C(C)C=C1,HEMJJKBWTPKOJG-UHFFFAOYSA-N,Gemfibrozil 1-beta-glucuronide,CC1=CC(OCCCC(C)(C)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)=C(C)C=C1,CJMNXSKEVNPQOK-UHFFFAOYSA-N,"UDP-glucuronosyltransferase 1-1, UDP-glucuronosyltransferase 1-9, UDP-glucuronosyltransferase 1-3, UDP-glucuronosyltransferase 2B4, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B17",0.41,
Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,GDLIGKIOYRNHDA-UHFFFAOYSA-N,8-hydroxyclomipramine,CN(C)CCCN1C2=CC=C(O)C=C2CCC2=CC=C(Cl)C=C21,PVKACZKLKCTAHR-UHFFFAOYSA-N,Cytochrome P450 2D6,0.89,
Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,GDLIGKIOYRNHDA-UHFFFAOYSA-N,clomipramine N-oxide,C[N+](C)([O-])CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,ARNOTLDVJSFYBP-UHFFFAOYSA-N,,0.97,
Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,GDLIGKIOYRNHDA-UHFFFAOYSA-N,2-hydroxyclomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC(O)=C(Cl)C=C21,QXZNSJJZRXNDJQ-UHFFFAOYSA-N,Cytochrome P450 2D6,0.85,
Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,GDLIGKIOYRNHDA-UHFFFAOYSA-N,Desmethylclomipramine,CNCCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,VPIXQGUBUKFLRF-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 2C19, Cytochrome P450 3A4",0.99,
Isocarboxazid,CC1=CC(C(=O)NNCC2=CC=CC=C2)=NO1,XKFPYPQQHFEXRZ-UHFFFAOYSA-N,Hippuric acid,O=C(O)CNC(=O)C1=CC=CC=C1,QIAFMBKCNZACKA-UHFFFAOYSA-N,,0.19,
Olsalazine,O=C(O)C1=CC(N=NC2=CC=C(O)C(C(=O)O)=C2)=CC=C1O,QQBDLJCYGRGAKP-FOCLMDBBSA-N,Mesalazine,NC1=CC(C(=O)O)=C(O)C=C1,KBOPZPXVLCULAV-UHFFFAOYSA-N,,0.77,
Olsalazine,O=C(O)C1=CC(N=NC2=CC=C(O)C(C(=O)O)=C2)=CC=C1O,QQBDLJCYGRGAKP-FOCLMDBBSA-N,Olsalazine-O-sulfate,O=C(O)C1=C(O)C=CC(N=NC2=CC(C(=O)O)=C(OS(=O)(=O)O)C=C2)=C1,VMGXLRXDXJZSTP-UHFFFAOYSA-N,,0.67,
Mesalazine,NC1=CC(C(=O)O)=C(O)C=C1,KBOPZPXVLCULAV-UHFFFAOYSA-N,N-acetyl-5-aminosalicylic acid,CC(=O)NC1=CC=C(O)C(C(=O)O)=C1,,,0.72,
Lisdexamfetamine,CC(CC1=CC=CC=C1)NC(=O)C(N)CCCCN,VOBHXZCDAVEXEY-JSGCOSHPSA-N,Dextroamphetamine,CC(N)CC1=CC=CC=C1,KWTSXDURSIMDCE-QMMMGPOBSA-N,,0.36,
Lisdexamfetamine,CC(CC1=CC=CC=C1)NC(=O)C(N)CCCCN,VOBHXZCDAVEXEY-JSGCOSHPSA-N,Lysine,NCCCCC(N)C(=O)O,KDXKERNSBIXSRK-YFKPBYRVSA-N,,0.17,
Hydralazine,NNC1=NN=CC2=CC=CC=C12,RPTUSVTUFVMDQK-UHFFFAOYSA-N,Hydralazine acetone hydrazone,CC(C)=NNC1=NN=CC2=C1C=CC=C2,AKFJXINWDQGPHO-UHFFFAOYSA-N,,0.8,
Hydralazine,NNC1=NN=CC2=CC=CC=C12,RPTUSVTUFVMDQK-UHFFFAOYSA-N,Hydralazine pyruvate hydrazone,CC(=NNC1=NN=CC2=CC=CC=C12)C(=O)O,CXGHHASVNBBLOU-NTUHNPAUSA-N,,0.67,
Nelarabine,COC1=NC(N)=NC2=C1N=CN2C1OC(CO)C(O)C1O,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,9-β-D-arabinofuranosylguanine,NC1=NC2=C(N=[C]N2C2OC(CO)C(O)C2O)C(=O)N1,QFXYYZOMRMBRPL-FJFJXFQQSA-N,Adenosine deaminase,0.81,
Cilazapril,CCOC(=O)C(CCC1=CC=CC=C1)NC1CCCN2CCCC(C(=O)O)N2C1=O,HHHKFGXWKKUNCY-FHWLQOOXSA-N,Cilazaprilat,O=C(O)C(CCC1=CC=CC=C1)NC1CCCN2CCCC(C(=O)O)N2C1=O,UVAUYSRYXACKSC-ULQDDVLXSA-N,,0.94,
Spirapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,"InChI=1S/C22H30N2O5S2/c1-3-29-21(28)17(10-9-16-7-5-4-6-8-16)23-15(2)19(25)24-14-22(30-11-12-31-22)13-18(24)20(26)27/h4-8,15,17-18,23H,3,9-14H2,1-2H3,(H,26,27)/t15-,17-,18-/m0/s1",Spiraprilat,CC(NC(CCC1=CC=CC=C1)C(=O)O)C(=O)N1CC2(CC1C(=O)O)SCCS2,FMMDBLMCSDRUPA-BPUTZDHNSA-N,,0.94,
Hexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,"InChI=1S/C12H16N2O3/c1-12(8-6-4-3-5-7-8)9(15)13-11(17)14(2)10(12)16/h6H,3-5,7H2,1-2H3,(H,13,15,17)",3'-Hydroxyhexobarbital,CN1C(=O)N=C(O)C(C)(C2=CC(O)CCC2)C1=O,YHCGILGEMWNROZ-UHFFFAOYSA-N,"Cytochrome P450 2C19, Cytochrome P450 2C9",0.48,
Hexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,"InChI=1S/C12H16N2O3/c1-12(8-6-4-3-5-7-8)9(15)13-11(17)14(2)10(12)16/h6H,3-5,7H2,1-2H3,(H,13,15,17)",Epoxy-hexobarbital,CN1C(=O)N=C(O)C(C)(C23CCCCC2O3)C1=O,WOWLNDOPAUTOTH-UHFFFAOYSA-N,Prostaglandin G/H synthase 1,0.34,
Mestranol,C#CC1(O)CCC2C3CCC4=C(C=CC(OC)=C4)C3CCC21C,IMSSROKUHAOUJS-MJCUULBUSA-N,Ethinylestradiol,C#CC1(O)CCC2C3CCC4=C(C=CC(O)=C4)C3CCC21C,BFPYWIDHMRZLRN-SLHNCBLASA-N,Cytochrome P450 2C9,0.94,
Ephedrine,CNC(C)C(O)C1=CC=CC=C1,KWGRBVOPPLSCSI-WPRPVWTQSA-N,Norephedrine,CC(N)C(O)C1=CC=CC=C1,DLNKOYKMWOXYQA-VXNVDRBHSA-N,,0.85,
Colchicine,COC1=CC2=C(C3=CC=C(OC)C(=O)C=C3C(NC(C)=O)CC2)C(OC)=C1OC,IAKHMKGGTNLKSZ-INIZCTEOSA-N,Colchiceine,COC1=C(OC)C(OC)=C2C(=C1)CCC(NC(C)=O)C1=CC(=O)C(O)=CC=C12,PRGILOMAMBLWNG-UHFFFAOYSA-N,,0.99,
Drospirenone,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,METQSPRSQINEEU-HXCATZOESA-N,"4,5-dihydro-drospirenone-3-sulfate",CC12CCC(S(=O)(=O)O)CC1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,ZHIWICDXDMTIEM-AAQOLUSRSA-N,,0.59,
Danazol,C#CC1(O)CCC2C3CCC4=CC5=C(C=NO5)CC4(C)C3CCC21C,POZRVZJJTULAOH-LHZXLZLDSA-N,Ethisterone,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,CHNXZKVNWQUJIB-CEGNMAFCSA-N,,0.4,
Danazol,C#CC1(O)CCC2C3CCC4=CC5=C(C=NO5)CC4(C)C3CCC21C,POZRVZJJTULAOH-LHZXLZLDSA-N,17-hydroxymethylethisterone,C#CC1(O)CCC2C3CCC4=CC(=O)C(CO)CC4(C)C3CCC21C,JGJFMZZHCOKXHX-RIONBYPISA-N,,0.41,
Bambuterol,CN(C)C(=O)OC1=CC(C(O)CNC(C)(C)C)=CC(OC(=O)N(C)C)=C1,"InChI=1S/C18H29N3O5/c1-18(2,3)19-11-15(22)12-8-13(25-16(23)20(4)5)10-14(9-12)26-17(24)21(6)7/h8-10,15,19,22H,11H2,1-7H3",Terbutaline,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,XWTYSIMOBUGWOL-UHFFFAOYSA-N,Cholinesterase,0.64,
Acenocoumarol,CC(=O)CC(C1=CC=C([N+](=O)[O-])C=C1)C1=C(O)C2=CC=CC=C2OC1=O,VABCILAOYCMVPS-UHFFFAOYSA-N,6-Hydroxy-R-acenocoumarol,CC(=O)CC(C1=CC=C([N+](=O)[O-])C=C1)C1=C(O)C2=CC=CC(O)=C2OC1=O,RXFXXWMNPIVMHP-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 1A2, Cytochrome P450 2C19",0.93,
